name,highres_image,image_uris,mana_cost,cmc,type_line,power,toughness,colors,color_identity,image_uris_fr,img_en_small,img_en_normal,img_en_large,img_en_png,img_fr_small,img_fr_normal,img_fr_large,img_fr_png,W,U,B,R,G,WU,WB,WR,WG,UB,UR,UG,BR,RG
Seasoned Pyromancer,1,"{'small': 'https://img.scryfall.com/cards/small/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956', 'normal': 'https://img.scryfall.com/cards/normal/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956', 'large': 'https://img.scryfall.com/cards/large/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956', 'png': 'https://img.scryfall.com/cards/png/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.png?1562201956', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956'}",{1}{R}{R},3,Creature: Human Shaman,2,2,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.jpg?1560374264', 'normal': 'https://img.scryfall.com/cards/normal/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.jpg?1560374264', 'large': 'https://img.scryfall.com/cards/large/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.jpg?1560374264', 'png': 'https://img.scryfall.com/cards/png/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.png?1560374264', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.jpg?1560374264', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.jpg?1560374264'}",https://img.scryfall.com/cards/small/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956,https://img.scryfall.com/cards/normal/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956,https://img.scryfall.com/cards/large/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956,https://img.scryfall.com/cards/png/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.png?1562201956,https://img.scryfall.com/cards/small/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.jpg?1560374264,https://img.scryfall.com/cards/normal/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.jpg?1560374264,https://img.scryfall.com/cards/large/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.jpg?1560374264,https://img.scryfall.com/cards/png/front/0/6/068f9c64-663f-40a2-9b7d-4b55f158ae2b.png?1560374264,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Avalanche Riders,1,"{'small': 'https://img.scryfall.com/cards/small/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.jpg?1573511036', 'normal': 'https://img.scryfall.com/cards/normal/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.jpg?1573511036', 'large': 'https://img.scryfall.com/cards/large/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.jpg?1573511036', 'png': 'https://img.scryfall.com/cards/png/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.png?1573511036', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.jpg?1573511036', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.jpg?1573511036'}",{3}{R},4,Creature: Human Nomad,2,2,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.jpg?1562778123', 'normal': 'https://img.scryfall.com/cards/normal/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.jpg?1562778123', 'large': 'https://img.scryfall.com/cards/large/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.jpg?1562778123', 'png': 'https://img.scryfall.com/cards/png/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.png?1562778123', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.jpg?1562778123', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.jpg?1562778123'}",https://img.scryfall.com/cards/small/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.jpg?1573511036,https://img.scryfall.com/cards/normal/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.jpg?1573511036,https://img.scryfall.com/cards/large/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.jpg?1573511036,https://img.scryfall.com/cards/png/front/3/3/33546a5d-d292-4050-8b17-03acbf8b9095.png?1573511036,https://img.scryfall.com/cards/small/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.jpg?1562778123,https://img.scryfall.com/cards/normal/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.jpg?1562778123,https://img.scryfall.com/cards/large/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.jpg?1562778123,https://img.scryfall.com/cards/png/front/7/2/7238a28b-decd-4aa4-bc43-b59ad634c695.png?1562778123,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Flametongue Kavu,1,"{'small': 'https://img.scryfall.com/cards/small/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.jpg?1573511667', 'normal': 'https://img.scryfall.com/cards/normal/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.jpg?1573511667', 'large': 'https://img.scryfall.com/cards/large/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.jpg?1573511667', 'png': 'https://img.scryfall.com/cards/png/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.png?1573511667', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.jpg?1573511667', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.jpg?1573511667'}",{3}{R},4,Creature: Kavu,4,2,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.jpg?1561946509', 'normal': 'https://img.scryfall.com/cards/normal/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.jpg?1561946509', 'large': 'https://img.scryfall.com/cards/large/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.jpg?1561946509', 'png': 'https://img.scryfall.com/cards/png/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.png?1561946509', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.jpg?1561946509', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.jpg?1561946509'}",https://img.scryfall.com/cards/small/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.jpg?1573511667,https://img.scryfall.com/cards/normal/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.jpg?1573511667,https://img.scryfall.com/cards/large/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.jpg?1573511667,https://img.scryfall.com/cards/png/front/6/c/6cd99728-ce21-4ab0-b3c1-c97fc4e40c13.png?1573511667,https://img.scryfall.com/cards/small/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.jpg?1561946509,https://img.scryfall.com/cards/normal/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.jpg?1561946509,https://img.scryfall.com/cards/large/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.jpg?1561946509,https://img.scryfall.com/cards/png/front/7/3/73f06e17-1654-49f9-af3f-cf76df48b4cf.png?1561946509,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hellrider,1,"{'small': 'https://img.scryfall.com/cards/small/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.jpg?1561761307', 'normal': 'https://img.scryfall.com/cards/normal/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.jpg?1561761307', 'large': 'https://img.scryfall.com/cards/large/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.jpg?1561761307', 'png': 'https://img.scryfall.com/cards/png/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.png?1561761307', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.jpg?1561761307', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.jpg?1561761307'}",{2}{R}{R},4,Creature: Devil,3,3,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.jpg?1562913905', 'normal': 'https://img.scryfall.com/cards/normal/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.jpg?1562913905', 'large': 'https://img.scryfall.com/cards/large/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.jpg?1562913905', 'png': 'https://img.scryfall.com/cards/png/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.png?1562913905', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.jpg?1562913905', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.jpg?1562913905'}",https://img.scryfall.com/cards/small/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.jpg?1561761307,https://img.scryfall.com/cards/normal/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.jpg?1561761307,https://img.scryfall.com/cards/large/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.jpg?1561761307,https://img.scryfall.com/cards/png/front/2/4/24ee5320-a19b-4798-b1fb-125b738bd3b9.png?1561761307,https://img.scryfall.com/cards/small/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.jpg?1562913905,https://img.scryfall.com/cards/normal/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.jpg?1562913905,https://img.scryfall.com/cards/large/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.jpg?1562913905,https://img.scryfall.com/cards/png/front/5/0/50c0411c-4018-4e69-a525-2600c00fea46.png?1562913905,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pia and Kiran Nalaar,1,"{'small': 'https://img.scryfall.com/cards/small/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.jpg?1561758881', 'normal': 'https://img.scryfall.com/cards/normal/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.jpg?1561758881', 'large': 'https://img.scryfall.com/cards/large/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.jpg?1561758881', 'png': 'https://img.scryfall.com/cards/png/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.png?1561758881', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.jpg?1561758881', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.jpg?1561758881'}",{2}{R}{R},4,Legendary Creature: Human Artificer,2,2,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.jpg?1562024965', 'normal': 'https://img.scryfall.com/cards/normal/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.jpg?1562024965', 'large': 'https://img.scryfall.com/cards/large/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.jpg?1562024965', 'png': 'https://img.scryfall.com/cards/png/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.png?1562024965', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.jpg?1562024965', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.jpg?1562024965'}",https://img.scryfall.com/cards/small/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.jpg?1561758881,https://img.scryfall.com/cards/normal/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.jpg?1561758881,https://img.scryfall.com/cards/large/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.jpg?1561758881,https://img.scryfall.com/cards/png/front/1/0/107b2271-ec4d-4c4c-b52b-ecf698066aef.png?1561758881,https://img.scryfall.com/cards/small/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.jpg?1562024965,https://img.scryfall.com/cards/normal/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.jpg?1562024965,https://img.scryfall.com/cards/large/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.jpg?1562024965,https://img.scryfall.com/cards/png/front/6/e/6e0ced3b-80ea-4833-b47f-5264202e9807.png?1562024965,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Glorybringer,1,"{'small': 'https://img.scryfall.com/cards/small/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1543675596', 'normal': 'https://img.scryfall.com/cards/normal/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1543675596', 'large': 'https://img.scryfall.com/cards/large/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1543675596', 'png': 'https://img.scryfall.com/cards/png/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.png?1543675596', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1543675596', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1543675596'}",{3}{R}{R},5,Creature: Dragon,4,4,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.jpg?1561804404', 'normal': 'https://img.scryfall.com/cards/normal/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.jpg?1561804404', 'large': 'https://img.scryfall.com/cards/large/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.jpg?1561804404', 'png': 'https://img.scryfall.com/cards/png/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.png?1561804404', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.jpg?1561804404', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.jpg?1561804404'}",https://img.scryfall.com/cards/small/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1543675596,https://img.scryfall.com/cards/normal/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1543675596,https://img.scryfall.com/cards/large/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1543675596,https://img.scryfall.com/cards/png/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.png?1543675596,https://img.scryfall.com/cards/small/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.jpg?1561804404,https://img.scryfall.com/cards/normal/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.jpg?1561804404,https://img.scryfall.com/cards/large/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.jpg?1561804404,https://img.scryfall.com/cards/png/front/c/9/c9f59654-e6bd-44fa-b645-9502449178c6.png?1561804404,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kiki-Jiki, Mirror Breaker",1,"{'small': 'https://img.scryfall.com/cards/small/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.jpg?1580561403', 'normal': 'https://img.scryfall.com/cards/normal/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.jpg?1580561403', 'large': 'https://img.scryfall.com/cards/large/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.jpg?1580561403', 'png': 'https://img.scryfall.com/cards/png/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.png?1580561403', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.jpg?1580561403', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.jpg?1580561403'}",{2}{R}{R}{R},5,Legendary Creature: Goblin Shaman,2,2,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.jpg?1537579883', 'normal': 'https://img.scryfall.com/cards/normal/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.jpg?1537579883', 'large': 'https://img.scryfall.com/cards/large/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.jpg?1537579883', 'png': 'https://img.scryfall.com/cards/png/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.png?1537579883', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.jpg?1537579883', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.jpg?1537579883'}",https://img.scryfall.com/cards/small/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.jpg?1580561403,https://img.scryfall.com/cards/normal/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.jpg?1580561403,https://img.scryfall.com/cards/large/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.jpg?1580561403,https://img.scryfall.com/cards/png/front/a/9/a9814393-05f0-4b99-a599-0c62f0dc9c1d.png?1580561403,https://img.scryfall.com/cards/small/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.jpg?1537579883,https://img.scryfall.com/cards/normal/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.jpg?1537579883,https://img.scryfall.com/cards/large/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.jpg?1537579883,https://img.scryfall.com/cards/png/front/e/f/ef1c4929-2776-4a01-ba9d-fd8dda13fc18.png?1537579883,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zealous Conscripts,1,"{'small': 'https://img.scryfall.com/cards/small/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.jpg?1561769879', 'normal': 'https://img.scryfall.com/cards/normal/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.jpg?1561769879', 'large': 'https://img.scryfall.com/cards/large/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.jpg?1561769879', 'png': 'https://img.scryfall.com/cards/png/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.png?1561769879', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.jpg?1561769879', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.jpg?1561769879'}",{4}{R},5,Creature: Human Warrior,3,3,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.jpg?1561870922', 'normal': 'https://img.scryfall.com/cards/normal/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.jpg?1561870922', 'large': 'https://img.scryfall.com/cards/large/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.jpg?1561870922', 'png': 'https://img.scryfall.com/cards/png/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.png?1561870922', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.jpg?1561870922', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.jpg?1561870922'}",https://img.scryfall.com/cards/small/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.jpg?1561769879,https://img.scryfall.com/cards/normal/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.jpg?1561769879,https://img.scryfall.com/cards/large/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.jpg?1561769879,https://img.scryfall.com/cards/png/front/d/f/df3784d4-80cd-4f78-afb3-d61f3bab5b2c.png?1561769879,https://img.scryfall.com/cards/small/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.jpg?1561870922,https://img.scryfall.com/cards/normal/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.jpg?1561870922,https://img.scryfall.com/cards/large/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.jpg?1561870922,https://img.scryfall.com/cards/png/front/6/e/6e38d3ab-07ac-4c1a-987f-414aad5aeabf.png?1561870922,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Inferno Titan,1,"{'small': 'https://img.scryfall.com/cards/small/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.jpg?1562272422', 'normal': 'https://img.scryfall.com/cards/normal/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.jpg?1562272422', 'large': 'https://img.scryfall.com/cards/large/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.jpg?1562272422', 'png': 'https://img.scryfall.com/cards/png/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.png?1562272422', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.jpg?1562272422', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.jpg?1562272422'}",{4}{R}{R},6,Creature: Giant,6,6,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.jpg?1562708612', 'normal': 'https://img.scryfall.com/cards/normal/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.jpg?1562708612', 'large': 'https://img.scryfall.com/cards/large/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.jpg?1562708612', 'png': 'https://img.scryfall.com/cards/png/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.png?1562708612', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.jpg?1562708612', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.jpg?1562708612'}",https://img.scryfall.com/cards/small/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.jpg?1562272422,https://img.scryfall.com/cards/normal/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.jpg?1562272422,https://img.scryfall.com/cards/large/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.jpg?1562272422,https://img.scryfall.com/cards/png/front/1/1/116eafca-668b-4864-bb7b-9d615c93c059.png?1562272422,https://img.scryfall.com/cards/small/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.jpg?1562708612,https://img.scryfall.com/cards/normal/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.jpg?1562708612,https://img.scryfall.com/cards/large/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.jpg?1562708612,https://img.scryfall.com/cards/png/front/b/4/b429d781-e744-4642-a0a5-ee46b5bd70f5.png?1562708612,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Greater Gargadon,1,"{'small': 'https://img.scryfall.com/cards/small/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.jpg?1573511924', 'normal': 'https://img.scryfall.com/cards/normal/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.jpg?1573511924', 'large': 'https://img.scryfall.com/cards/large/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.jpg?1573511924', 'png': 'https://img.scryfall.com/cards/png/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.png?1573511924', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.jpg?1573511924', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.jpg?1573511924'}",{9}{R},10,Creature: Beast,9,7,['R'],['R'],"{'small': 'https://img.scryfall.com/cards/small/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.jpg?1562903570', 'normal': 'https://img.scryfall.com/cards/normal/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.jpg?1562903570', 'large': 'https://img.scryfall.com/cards/large/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.jpg?1562903570', 'png': 'https://img.scryfall.com/cards/png/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.png?1562903570', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.jpg?1562903570', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.jpg?1562903570'}",https://img.scryfall.com/cards/small/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.jpg?1573511924,https://img.scryfall.com/cards/normal/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.jpg?1573511924,https://img.scryfall.com/cards/large/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.jpg?1573511924,https://img.scryfall.com/cards/png/front/1/f/1fec2fe8-bc9d-436e-a3f6-65679d3045d0.png?1573511924,https://img.scryfall.com/cards/small/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.jpg?1562903570,https://img.scryfall.com/cards/normal/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.jpg?1562903570,https://img.scryfall.com/cards/large/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.jpg?1562903570,https://img.scryfall.com/cards/png/front/2/8/287d5575-c29d-4e5d-a26f-1f0de4ad396d.png?1562903570,0,0,0,1,0,0,0,0,0,0,0,0,0,0
